,SMILES,vina_score,qed
23,COc1ccccc1N1CCC(Cc2ccccc2)CNC(=O)CN(c2nccs2)CC1,-8.35523,0.6400657866298795
24,O=C1N=C2c3ccccc3NC2NN=C1C=NNC(=O)c1ccccc1F,-8.354428,0.5630100028346419
25,Cc1cc(c2ccccc2F)ccc1S(=O)(=O)NC(=O)c1ccc(C(F)(F)F)cc1,-8.349144,0.5884948845555521
26,O=C(c1ccccc1COc1ccccc1)N1COc2ccccc2C1=S,-8.347263,0.6324414966015447
27,CC(CC(=O)c1ccccc1)C(=O)N1CCCC1C(=O)N1CCN(c2ccccc2Cl)CC1,-8.342576,0.6045863606869891
28,Cc1cccc(-c2ncc(N3CCN3C(=O)c3ccccc3O)cc2S(=O)(=O)C2CCCC2)c1,-8.342336,0.5873554335375242
29,Nc1cc(-c2ncccc2C(F)(F)F)ccc1C(=O)N1CCN(C(=O)c2ccccc2)CC1,-8.34158,0.6082037045386157
30,Cc1ccccc1N1C=C2OC(=N)CC2C(c2ccccc2C(N)=O)Cs1,-8.336634,0.7834786116434408
31,O=C(c1ccccc1N1CCN(c2ccccn2)CC1)N1CCc2ccccc2C1,-8.336389,0.6758243134634595
32,O=C1C=C(c2ccccc2C2CCCC2)c2ccccc2NC1=O,-8.332179,0.7197032558713521
33,CN1NC(=O)c2ccccc2-c2ccc(cc2)C(=O)CC(C(F)(F)F)C1=O,-8.331729,0.7678252022936709
34,COc1ccccc1CN1CCN(C(C)=O)CCOc2ccccc2C(=O)Nc2ncccc2OC1=O,-8.3205385,0.5804906529292253
35,O=C(O)c1ccc(-c2ccc3c(c2)N(c2ccccc2)C(=O)O3)cc1,-8.312087,0.6168165942179393
36,Cc1ccccc1CN1CC(C(=O)N2CCN(CC(=O)NC3CCCCC3)CC(c3ccccc3)C2)CC1=O,-8.311948,0.5923983656425862
37,CC(C)c1ccc(C(=O)N2CCCN(C(=O)c3ccccc3C(=O)N3CCOCC3)CC2)cc1,-8.310642999999999,0.6979421844125396
38,COc1ccc(C2=NN(Cc3ccccc3)C(=O)C(NC(=O)c3ccccc3Cl)NC2=O)cc1,-8.309564,0.5708980929661379
39,COc1ccc(C2c3ccccc3OC(=N)C2C(=O)Nc2ccccc2)cc1,-8.308287,0.7106063890114452
40,O=C(NC1CC1)c1ccccc1-c1ccc(C2CCCN2C(=O)c2ccccc2F)cc1,-8.30788,0.5945985318088584
41,O=C(NC1CCCNC1)c1ccccc1CN1Cc2ccccc2CC1Cc1ccccc1,-8.3047695,0.6006531421224266
42,CC1=NCC2CC3CCN(C(=O)c4ccccc4Cl)Cc4ncncc4CC3(C)CC2C1,-8.304165,0.5970789564264548
43,COc1cc(S(=O)(=O)c2ccc3c(c2)CCC(C(=O)O)C3)ccc1N1CCN(CCO)CC1,-8.301464999999999,0.6260252329330116
44,O=C(Nc1ccc(N2C(=O)c3ccccc3C2=O)cc1)c1ccc(F)cc1,-8.299221000000001,0.7210704230715425
45,CCNC(=O)N1CCC(c2ncccc2C(F)(F)F)CNC(=O)c2ccccc2C(=O)N(CC(F)(F)F)CC1,-8.298614,0.5552675700792122
46,O=C(O)C1Cc2ccccc2CN1C(=O)N1CCCCC1c1ccccc1N(=O)=O,-8.295535000000001,0.6140614782888323
47,COc1cccc(S(=O)(=O)N2CCN(c3cccc(-c4ccccc4C(=O)O)c3)CC2)c1F,-8.294813000000001,0.5911313529477137
48,COc1cccc(C2CC(=O)Nc3ccc(c4ccccc4C)cc3C2=O)c1,-8.293064,0.7064104053527218
49,COc1ccccc1N1CCN(C(=O)CN2C(=O)CSC2=Nc2ccccc2C(F)(F)F)C1,-8.291924,0.6574869259212978
50,Cc1ccncc1CN1CCN(C(=O)c2ccccc2)CCN2CCN(CC2)c2ccccc2C1,-8.289305,0.5856828972493296
51,Cc1ccccc1N1CCN(C(=O)c2ccccc2CNCc2ccc(F)cc2F)CC1,-8.288915,0.6182518150575057
52,O=C(O)COc1ccccc1C(=O)N1CCN(O)CCCN(C(=O)c2ccccc2F)CC1,-8.288679,0.7033926002468982
53,O=C(c1ccccc1F)N1CCCC(c2ncc3ccccc3n2)=NC1,-8.280255,0.7126161816973328
54,COc1ccc(C2=C(c3ccccc3CF)C(=O)c3ccccc3C2=O)cc1,-8.279963,0.6357200593897545
55,COc1c(NC(=O)N2CCCCCC2)cccc1N1C(=O)NC(=O)C1=NC(=O)N1Cc2ccccc2C1=O,-8.276703999999999,0.5974328122019734
56,Nc1ncccc1C1CCN(c2ccccc2C(c2ccccc2)N2CCOCC2)C1,-8.275036,0.6818226727825585
57,C=CC(=O)N1N=C(c2ccccc2F)CC1c1nccc2ccccc12,-8.270354,0.666727246448754
58,Cc1ccccc1-c1nnc(-c2ccc(C(=O)NC3CCCCC3)cc2)o1,-8.270036,0.7263612369785221
59,NOCC1CC(=O)Nc2ccc(N3CCN(C(=O)c4ccc(N(=O)=O)cc4)CC3)cc21,-8.2675085,0.5521804217774443
60,COc1ccccc1N1C(=O)C=C(c2ccc(S(=O)(=O)N3CCCC3)cc2)NC1=O,-8.26468,0.6710209427924958
61,COc1cc2c(cc1OC)C(C(=O)N1CCN(c3ccccc3C(F)(F)F)CC1)NCC2,-8.262694,0.7768675647463112
62,NC1=NC(=O)C(C(=O)NC(Cc2ccccc2)c2ccc(S(=O)(=O)N3CCOCC3)cc2)S1,-8.26212,0.5573698018555576
63,COc1ccccc1C(=O)N1CCN(C(=O)c2ccccc2)CCN(c2ccccc2F)C1,-8.261649,0.6089460407171625
64,COc1ccc(N2C(=O)NC(=O)C(c3ccccc3)Cc3ccc(cc3)C(C)(C)C2=O)cc1,-8.260678,0.6441782487678632
65,CC(C)c1cccc(C(=O)N2CCN(C(=O)c3ccc(S(=O)(=O)N4CCOCC4)cc3)CC2)c1,-8.259721,0.6492974894793092
66,Cc1ccc(S(=O)(=O)N2CCC(C(=O)NCc3ccccc3F)C(c3ccccc3)C2)cc1,-8.256302999999999,0.5908585956605921
67,O=C(c1ccccc1CN1CCN(N=Cc2ccccc2C(F)(F)F)C1)N1CCOCC1,-8.255702000000001,0.6618448846738377
68,O=S(=O)(CC(c1ccccc1)N1CCc2ccccc21)Nc1ccccc1C(F)(F)F,-8.255509,0.5626613913548869
69,COc1ccc(-c2nc3c(cc2C(=O)N2CCN(c4ccccc4Cl)CC2)C(=O)NNC3)cc1,-8.255341,0.6001397697795694
70,O=C(Nc1cc(-c2cccnc2N2CCOCC2)ccn1)NC1CCCCCCCC1,-8.253867999999999,0.7510215178294268
71,COC(=O)c1cccc(C2=CC(=O)c3cc(-c4ccccc4)ccc3C2=O)c1,-8.252735000000001,0.6339475895046093
72,O=C(NC1CCc2ccccc2C1)c1ccccc1NCc1ccccc1N1CCOCC1,-8.2526045,0.5945665428653635
73,COc1ccc(C2=NC(=O)C(N3CCN(C(=O)c4ccccc4)CC3)C2)cc1,-8.252366,0.8198983126304397
74,Cc1ccc(C(CC(O)N2CCN(C(=O)N3CCCCC3)CC2)c2ccccc2)cc1,-8.252257,0.79204197471668
75,C=C1C(=O)NCc2ccccc2CN(c2ccccc2O)CCN1c1ccccc1C,-8.252155,0.6132919174877952
76,COc1cccc(C2CC(c3ccc(C(F)(F)F)cc3)=NN2C(=O)NN2CCCC2)c1,-8.249424000000001,0.7692782415809056
77,CC(CC(=O)Nc1ncccc1Cl)S(=O)(=O)c1ccccc1-c1cc(C(F)(F)F)cnn1,-8.248260499999999,0.5560331708401868
78,COc1cccc(N2CCC(N)=NOCCCN(C(=O)c3ccccc3-c3ccccc3)CC2)c1,-8.247914,0.6090809418437966
79,O=C(c1ccccc1N1CCN(CCCn2cccn2)CC1)N1CCc2ccccc2C1,-8.239433,0.6032454308915929
80,CN1C(=O)NC(c2cccc(S(=O)(=O)N3CCC(C(=O)NCc4ccccc4)CC3)c2)C1=O,-8.239426,0.6228099778493638
81,Cc1ccc(NC(=O)c2ccccc2C2=NN(c3ccncc3)C(C)C2)cc1,-8.239236,0.7274674173856883
82,Cc1ccccc1C1=Cc2ccccc2C(=O)N(c2ccccc2N)C1=O,-8.236603,0.5551910869761174
83,Cc1ccc(S(=O)(=O)Nc2nnc(COc3ccccc3)cc2C(F)(F)F)cc1,-8.235839,0.6432694640858904
84,Cc1ccccc1NC(=O)C1CN(c2ccccc2C(N)=O)C(=O)c2ccccc21,-8.234858000000001,0.7034802624213818
85,COc1cccc(N2C(=O)c3ccccc3C(CC(=O)NC(=O)c3ccccc3)C2=O)c1,-8.234731,0.6296688279779891
86,CC1(c2ccccc2)Nc2ccccc2C(=O)N(CCN2CCN(C(=O)c3ccccc3)CC2)C1=O,-8.233520500000001,0.5642448405971481
87,O=C(O)c1ccccc1C1=Cc2ccccc2C(=O)N1c1cccc(O)c1,-8.233157,0.5793930760522453
88,CN1C(=O)NC(=O)N=C1c1ccccc1C(=O)Nc1cccc(C(F)(F)F)c1,-8.2321205,0.7178187851641256
89,Cc1ncccc1C(=O)NC(Cc1ccccc1)C(=O)C1CCCCN(C(=O)c2ccncc2)C1,-8.230814,0.5692481981632618
90,CC(=O)Nc1cccc(-c2ccc(N3CCN(C(=O)c4ccccc4C(F)(F)F)CC3)cc2)c1,-8.229901,0.5671884041498773
91,COc1ccc(N2CC(c3ccccc3C(=O)Nc3ccccc3C(F)(F)F)CC2=O)cc1,-8.226263000000001,0.554992860774259
92,COc1ccc(N2C(=O)C=C(c3ccccc3C(=O)Nc3ccccc3Cl)C2=O)cc1,-8.225445,0.5996172121785959
93,Cc1cccc(N2CCN(C(=O)c3ccc(-c4ccccc4CC(=O)O)cc3)CC2)c1,-8.22525,0.6780274407531945
94,COc1ccc(-c2nc(N3CCCC3)ccc2CNC(=O)N2CCC(C(=O)N3CCCCCC3)CC2)cc1,-8.218384,0.5996376011399321
95,Cc1ccccc1CNC(=O)C1CCCNC1N1CCCCC(c2ccccc2)C1,-8.217419999999999,0.783332473422544
96,O=C(c1ccccc1-c1ccc(F)cc1)N1CCCCC1c1ccccc1,-8.216028999999999,0.5734234046508969
97,COc1ccccc1N1CN(c2cccc(NS(=O)(=O)c3cc(C)ccc3C)c2)CC1=N,-8.214762,0.5823383558862886
98,CC1=C(c2ccc(C)cc2)N(C(=O)N2CCN(c3cccc(C(=O)O)c3)CC2)CCC1,-8.214594,0.797722699155924
99,CN(C)C(=O)N1CCN(C(=O)c2cccc(S(=O)(=O)N3CCN(c4ccccc4C(F)(F)F)CC3)c2)CC1,-8.214516999999999,0.5816058275000167
100,Cc1cc(C(=O)N2CCN(C(=O)c3ccccn3)CC2)ccc1N1CCS(=O)(=O)CC1,-8.214324000000001,0.7100872730576409
101,Cc1ccccc1C(C(=O)Nc1ccccc1C(F)(F)F)N1CCN(c2ccccc2)CC1,-8.212174000000001,0.5529791783255933
102,O=C(CCc1ccc(F)cc1)NC1=C(c2ccccc2)C(=O)N(c2ccccc2)C1,-8.211356,0.6695096717158743
103,CN1CCN(C(=O)c2ccc(S(=O)(=O)N3CCN(c4ccccc4C(F)(F)F)CC3)cc2)CC1,-8.209842,0.6514250082342045
104,Cc1ccccc1C(=O)Nc1ccc(N2C(=O)c3ccccc3C2=O)cn1,-8.192404,0.7283883693843158
105,COc1ccc(N2CC(C(=O)NCc3ccccc3C(=O)N3CCCCCC3)CC2=O)cc1,-8.187443,0.7333975589630299
106,CN1C=CC(=O)C(NC(=O)c2ccccc2)c2ccccc2NCC(c2ccccc2)C1,-8.186672,0.6537705405479556
107,COc1ccc(C(=O)NN=C2CCCN(S(=O)(=O)c3ccccc3C(F)(F)F)C2)cc1,-8.183188000000001,0.7012706275091068
108,CC(=O)N1C(=O)C(c2ccccc2)C(c2ccccc2)N1c1ccccc1,-8.182089,0.7015940612077407
109,CCOc1ccccc1CN1C(=O)NC2CoC(=Nc3ccccc3C2=O)c2ccccc21,-8.182066,0.6476630958113997
110,CC(C)Cc1ccc(S(=O)(=O)N2CC(CNC(=O)C3CCCO3)NC(=O)c3ccccc32)cc1,-8.181519999999999,0.6270587931511394
111,Cc1ccc(C)c(C2=CC(=O)C(NC(=O)c3ccccc3)C(c3ccccc3)C(=O)N2)c1,-8.180699,0.6665217517572707
112,COc1ccc(C2=NN(Cc3ccc(C(F)(F)F)cc3)C(C)(C)CC2=O)cc1,-8.178842,0.7618293319715848
113,O=C(NCC(=O)N1CCN(C(=O)c2ccc(CN3CCOCC3)cc2)CC1)c1ccc(O)cc1,-8.178714999999999,0.6571044722153989
114,Cc1ccccc1C(=O)Nc1cccc(S(=O)(=O)N2CCOc3ccccc32)c1,-8.177451,0.7118135706667027
115,Cc1cccc(C2=NC(=O)C(N3CCC(C(=O)NC4CCCCCC4)CC3)C2=O)c1C,-8.176313,0.5961506525750081
116,Cc1ccc(C2CC(C(=O)Nc3ccccc3)Nc3ccccc3NC2=O)cc1,-8.174911999999999,0.6198699161866529
117,Cc1ccccc1Nc1ncccc1C(=O)Nc1ccc2c(c1)C(=O)N(C)C2=O,-8.1747,0.6685815752710688
118,O=C(c1ccc(Cl)cc1)c1cccc(N2C(=O)C=CC2Nc2ccccc2)c1,-8.174146,0.631471716891941
119,CC(C1=CC(=O)c2ccccc2C(=O)N1)S(=O)(=O)c1ccccc1CC(F)(F)F,-8.172135,0.6959627906791321
120,CC(=O)N1C=C(c2ccccc2C)SC1=Nc1ccc(C(=O)N2CCCCCC2)cc1,-8.1719055,0.5526924362235481
121,COc1ccc(N2C=C(C(=O)NCc3ccccc3C(F)(F)F)C(=O)NC2)cc1,-8.170993,0.7509836677164402
122,C#Cc1ccc(-c2cc(C(=O)N3CCN(Cc4ccccc4)CC3)ccc2Cl)cc1,-8.169943,0.5639731975136588
123,CC1=C(N2CCN(C)CC2)Cc2cc(ccc2C)C(=O)Nc2cccc(Cl)c2C(=O)N1,-8.167385000000001,0.7126851782657411
124,Cc1ccc(S(=O)(=O)N2CCN(C(=S)N3CCc4ccccc4C3)CC2)cc1,-8.166779,0.7058457340402572
125,COc1ccc(C2CC(=O)c3ccccc3N2C(=O)c2ccccc2C)cc1,-8.164418,0.6523864655883409
126,CCOc1ccc(C2=C(c3ccccc3)C(=O)c3ccccc3C2=O)cc1,-8.161472,0.6564577046800159
127,CN1CCN(c2ccccc2)CCCC(=O)NC(=O)c2nc(ccc2CCCC2CCOCC2)C1,-8.160565,0.6588745995045522
128,COc1ccccc1N1CCN(C(=O)c2ccc(F)cc2)CCN1C(=O)CCC(=O)NC1CCCCC1,-8.160555,0.6134067775828645
129,CC(N)C(=O)N1CCN(C(=O)c2ccc(CN3CCN(S(=O)(=O)c4ccccc4)CC3)cc2)CC1,-8.159939999999999,0.6308911443858831
130,O=C(C1CCCNCC1)N1CCN(Cc2ccccc2CNc2ccccn2)CC1,-8.159374,0.7711132538118459
131,O=C(CN1C(=O)N(Cc2ccccc2)S(=O)(=O)Cc2ccccc21)Nc1ccccc1C(F)(F)F,-8.159239999999999,0.5508181128476335
132,O=C1N=C(C(c2nccn2C2OC(CO)C(O)C2O)N2CCCCC2)C(=O)c2ncccc21,-8.158377,0.5611481811652674
133,COc1ccc(C2=NC(c3ccccc3)Nc3ccccc3C2=O)cc1,-8.157569,0.7627567614121646
134,COc1ccccc1N1C(=O)c2ccccc2C=C(C(=O)c2ccc(F)cc2)C1N,-8.157224000000001,0.6686444542375504
135,COc1ccccc1N1CCN(CCN2c3ccccc3Oc3ccccc32)CC1,-8.1566515,0.6146050905011611
136,CC(=O)NCC1CCCN(C(=O)c2cccc(-c3cccc(CC(=O)N4CCOCC4)c3)c2)C1,-8.1564245,0.7146353307533234
137,COc1ccc(C2CC(c3ccc(-c4ccccc4)cc3)=NN2C(C)=O)cc1,-8.155627,0.6440896214316094
138,Nc1ncnc(C(O)c2ncc(N3CCC(N4CCCCC4)CC3)cc2F)c1Cl,-8.154097,0.7852192016445945
139,COc1ccc(N2C(=O)C(C)=C(c3ccccc3)Oc3ccccc3C2=O)cc1,-8.153078,0.6138623840063704
140,Cc1ccc(N2C(=O)NC=C(c3ccc(N4CC(F)C4)cc3)C2=O)cc1,-8.152659,0.7892443791975425
141,Cc1ccccc1N1CCN(C(=O)CCN2C(=O)c3ccccc3C2=O)CC1,-8.151383000000001,0.7676040740945351
142,O=C(COc1cc(Cn2cccc2CN2CCc3ccccc3C2)C[nH]n1)c1ccccc1,-8.150803999999999,0.5682133695251265
143,COc1ccc(-c2nnc(C)cc2C(=O)O)c(-c2ccccc2C(=O)O)c1,-8.149868,0.712505530229596
144,Cc1ccccc1NC(=O)C1=Cc2c(cccc2N(=O)=O)C(=O)NC1=O,-8.149639,0.5538625881600223
145,Cc1ccc(-c2cccc(C(=O)Nc3ccc(S(=O)(=O)N4CCOCC4)cc3)c2)cc1,-8.149149000000001,0.6574897200555537
146,CC(=O)c1ccccc1N1c2ccccc2C(=O)C1c1ccccc1C,-8.147905999999999,0.6088048163173987
147,CN1CCN(C(=O)c2ccccc2C(=O)c2ccccc2-c2ccccc2C#N)CC1,-8.147646,0.6143382475106093
148,Cc1ccccc1CNC(=O)c1ccccc1C(=O)N1CCN(c2ccnc(C(C)C)c2)CC1,-8.147325,0.596929369219713
149,COC(=O)N1CCN(C(=O)Nc2ccc(S(=O)(=O)N3CCN(c4ncccc4C(F)(F)F)CC3)cc2)CC1,-8.147057,0.6155758810234235
150,O=C(NC1c2ccccc2-c2ncccc21)c1ccccc1CN1CCCCC1,-8.146902,0.7179195003266248
151,Cc1ccccc1Sc1ncc(N2CCC(S(=O)(=O)N3CCOCC3)CC2)cc1C(F)(F)F,-8.144935,0.6124304258702208
152,Cc1ccccc1C(=O)Nc1ccc(F)cc1C(=O)N1CCN(Cc2ccccc2)CC1,-8.143431,0.6537724657754836
153,CS(=O)(=O)c1ccc(C2CC(c3ccccc3)=NN2c2ncccc2C(=O)O)cc1,-8.143073,0.6763928869133774
154,NC1CC(c2ccccc2-c2noc3ccccc23)N(C(=O)O)C1,-8.142201,0.7549548101384971
155,Cc1ccc(C(=O)N2N=C(c3ccccc3)CC2c2ccccc2Cl)cc1,-8.142121000000001,0.5834807504755654
156,COc1ccc(-c2nc(-c3cncc(C(N)=O)c3)nc3ccccc23)nc1,-8.140072,0.6021499315722884
157,COc1cccc(C2=CC(N3CCOCC3)CC(S(=O)(=O)c3ccccc3Cl)=CC2)c1,-8.139663,0.6544021127991131
158,Cc1ccccc1C(=O)N1CCN(C(=O)c2ccc(N(=O)=O)cc2N(=O)=O)CC1,-8.1386595,0.5747514557445049
159,COc1ccccc1N1CCN(C(=O)c2cccc(COc3ccccc3C(=O)O)c2C)CC1,-8.138483,0.568159559814412
160,CC1=C(C2c3ccccc3C(=O)N(C)C2c2ccccc2)C(=O)C(=O)N1NC(=O)c1ccc(C)cc1C,-8.137967,0.5509780208554931
161,COc1ccc(Nc2cccc(C(=O)C(F)(F)F)c2)cc1C(=O)Nc1cccnc1,-8.137651,0.5639043093041399
162,COc1ccc(C(=O)N2CCN(C(=O)c3ccc(-c4ccccc4C)cc3)CC2)cc1,-8.1374655,0.6407031505836736
163,CC1(C)CC(C(=O)N2CCN(c3ncccc3Cl)CC2)=NN1C(=O)Nc1ccccc1C(F)(F)F,-8.1373625,0.6628463762464976
164,O=C(NCCCCN1CCC(C(=O)N2CCCCCC2)CC1)c1c(O)ccc2ccccc12,-8.137269,0.6199729099655252
165,COc1ccccc1N1CCN(C(=O)c2ccccc2OCc2ccccc2C(=O)O)CC1,-8.137119,0.5924370796569339
166,CC1=NNC(C(=O)NC(c2ccccc2)c2ccccc2C(=O)NC2CCOCC2)C(C)C1,-8.136475,0.6330213950318964
167,Cc1cc(-c2ncccc2N2CCOCC2)ccc1S(=O)(=O)c1ccc(C(N)=O)cc1,-8.136066,0.6584794237006792
168,O=C(c1ccccc1)c1ccccc1NC(=O)c1cnccc1C(F)(F)F,-8.135615,0.6839379195945549
169,CC(C)(O)c1ccccc1C=CC(=O)N1CCN(C(=O)c2cccc(-c3ccccc3)c2)CC1,-8.133036,0.5743677621501512
170,COc1cccc(-c2ccc(S(=O)(=O)N3CCN(C(=O)c4ccccn4)CC3)cc2)c1,-8.132659,0.6132603789745934
171,Cc1ccccc1C(CNC(=O)c1ccccc1)C(=O)NN=C1COc2ccccc2C1=O,-8.132412,0.5740924569037094
172,O=C(O)c1ccccc1OCC(=O)N1CCCC1C(=O)NCCN1CCCCCCCC1,-8.13192,0.6380162695364938
173,O=C1C=C(Oc2cccc3ccccc23)C(=O)N1c1ccc(F)cc1,-8.131527,0.6847757199627047
174,COc1ccc(C(=O)N2N=C(c3ccccc3)CC2c2ccccc2)cc1,-8.130549,0.6806317042417777
175,COc1cccc(C2CCCN(C(=O)C3CNCCN3c3cccc(CO)c3)C2)c1,-8.130128,0.7938851472817198
176,COC(=O)c1ccccc1N1C(=O)CC(CC(=O)Nc2ccccc2)c2ccccc21,-8.129577000000001,0.6166434840363568
177,COc1ccc(C(=O)N2CCN(C(=O)c3ccc(-c4cnccc4C(=O)O)cc3)CC2)cc1,-8.129430000000001,0.6480247203109186
178,CC1CCN(C(=O)C(Cc2ccc(N3CCCCC3=O)cc2)NC(=O)COc2ccccc2N)CC1,-8.12929,0.5510678077513446
179,COc1cccc(N2CC=C(S(=O)(=O)c3ccccc3C(=O)O)C2C(=O)NC2CCN(C)CC2)c1,-8.128511999999999,0.5954550655737839
180,Cc1ccccc1C1CN2Nc3ccccc3C2=Nc2ccccc21,-8.128480999999999,0.6916122007697989
181,O=C(O)c1cncc(N2CCN(C(=O)c3sccc3-c3ccccc3)CC2)c1,-8.127275,0.7347274681673601
182,CN1C(=O)c2ncccc2N=C(N2CCOCC2)C1C(=O)N1CCCCC1,-8.127203999999999,0.7332820777112208
183,NC1=NC(=O)N(C2CCN(C(=O)c3ccccc3)CC2)c2ccccc21,-8.12701,0.7712229343720498
184,Cc1ccC(N2CCN(CCCNC(=O)c3cccnc3)CC2)CNC(=O)C=Cc(c2ccccc2)cc1,-8.126855,0.5570824200442491
185,O=C1Nc2cc(C(=O)O)ccc2C=C(c2ccc(Cl)cc2Cl)C1=O,-8.125731,0.6827303771039941
186,Cc1ccccc1N1C(N)=Nc2ccccc2C(=O)N1c1ccccc1C(=O)O,-8.124817,0.7146548059668577
187,CC(C)CC(=O)N1CCC(C(=O)NCc2cccc(N3N=C(c4ccccc4F)C3=O)c2)CC1,-8.124473,0.6812406172073376
188,CCC(=O)N1CC2CCCN(C(=O)NC3=Cc4ccccc4NC3=O)CCC21,-8.122816,0.8374648524998964
189,O=C(O)c1ccccc1CN1CCN(C(=O)c2ccccc2-c2ccccc2Cl)CC1,-8.12275,0.6338689668431384
190,Cc1ccccc1C1CC(C(=O)Nc2ccccc2)=NN1c1ccccc1,-8.122542,0.7202220851457617
191,CC(CN1CCN(C(=O)c2ccccc2C(F)(F)F)CC1)c1ccc(C(=O)NCC2=CN(C)CC2)cc1,-8.12239,0.601540309399631
192,COc1ccc(N2C(=O)CC(Cc3ccccc3C(N)=O)C(=O)N2c2ccccc2)cc1,-8.1218405,0.6504487687316333
193,Cc1ccc(-n2nc(-c3ccccc3)cc2C(=O)N2CCCCC2)cc1C(=O)O,-8.120596,0.7265641960382342
194,COc1ccccc1CN1C(=S)NN=C1c1ccccc1C(=O)N1CCCCCC1,-8.119692,0.606567926296087
195,O=C(CC1CCC(N2CCN(CC(=O)Nc3ccccc3)CC2)=NC1=O)NCc1cccnc1,-8.119109,0.6484725074157851
196,CC1CCCN(C(=O)NC(Cc2ccccc2)C(=O)Nc2ccccc2C(=O)N2CCOCC2)C1,-8.117863,0.6674330161166822
197,COc1cccc(C(=O)N2CCN(C(=O)c3ccccc3C(=O)Nc3nncnc3C)CC2)c1,-8.11748,0.6190597392133097
198,O=C(NCc1ccccc1OC(=O)N1CCN(C(=O)c2cccc(O)c2)CC1)c1ccccc1,-8.116764,0.6101823625030169
199,Cn1cccc1C(c1ccccc1)N1CCN(c2ccccc2C(F)(F)F)CC1,-8.116106,0.6146974806899282
200,Cc1ccccc1CNC(=O)NC1Cc2ccccc2CCN(C(=O)c2ccccc2O)C1,-8.114675,0.5735868094255671
201,CN1CCc2cc(S(=O)(=O)c3ccc(Cl)cc3)cc(NC(=O)c3ccccn3)c2N1,-8.114595,0.6406459942114671
202,CC(C)Cc1ccc(N2CCN(C(=O)C3CCN(S(=O)(=O)c4ccccc4)CC3)CC2)cc1,-8.114245,0.6482215294160127
203,O=C(NC1C(c2ccccc2F)=C(O)C(=O)c2ccccc21)c1ccccc1,-8.114165,0.7122189852729882
